source,target,generated,success,delays
4,17,50,26,167.69230769230768
4,18,56,18,184.44444444444446
4,19,64,24,211.66666666666666
4,20,63,27,188.88888888888889
4,21,66,20,232.0
4,22,56,13,244.6153846153846
4,23,57,13,229.23076923076923
4,24,61,12,276.6666666666667
4,25,52,12,273.3333333333333
4,26,60,10,176.0
4,27,53,22,96.36363636363636
5,6,57,21,44.76190476190476
5,7,54,9,180.0
5,8,52,11,198.1818181818182
5,9,68,11,187.27272727272728
5,10,59,8,115.0
5,11,69,13,109.23076923076923
5,12,52,9,126.66666666666667
5,13,53,9,180.0
5,14,61,14,137.14285714285714
5,15,59,11,154.54545454545453
5,16,56,12,230.0
5,17,60,10,196.0
5,18,58,3,153.33333333333334
5,19,60,3,286.6666666666667
5,20,45,3,140.0
5,21,70,4,140.0
5,22,70,4,200.0
5,23,63,4,190.0
5,24,68,5,220.0
5,25,57,4,250.0
5,26,57,1,100.0
5,27,59,4,120.0
6,7,66,52,41.53846153846154
6,8,63,46,81.73913043478261
6,9,45,36,114.44444444444444
6,10,58,41,72.6829268292683
6,11,49,33,52.72727272727273
6,12,66,46,106.95652173913044
6,13,54,24,141.66666666666666
6,14,55,24,165.0
6,15,66,13,269.2307692307692
6,16,62,13,275.38461538461536
6,17,61,10,212.0
6,18,54,37,189.72972972972974
6,19,62,35,214.28571428571428
6,20,65,44,167.27272727272728
6,21,68,38,120.0
6,22,60,26,136.92307692307693
6,23,66,32,206.25
6,24,50,25,175.2
6,25,64,28,230.0
6,26,65,23,119.1304347826087
6,27,61,16,185.0
7,8,71,51,34.90196078431372
7,9,59,35,79.42857142857143
7,10,56,20,122.0
7,11,61,21,82.85714285714286
7,12,57,29,192.41379310344828
7,13,55,10,248.0
7,14,51,0,0.0
7,15,58,4,260.0
7,16,64,3,366.6666666666667
7,17,50,2,440.0
7,18,62,15,206.66666666666666
7,19,58,18,268.8888888888889
7,20,63,17,203.52941176470588
7,21,65,13,173.84615384615384
7,22,68,18,175.55555555555554
7,23,59,9,220.0
7,24,74,10,208.0
7,25,56,11,274.54545454545456
7,26,61,13,118.46153846153847
7,27,66,3,180.0
8,9,49,39,20.0
8,10,47,25,109.6
8,11,53,16,202.5
8,12,45,18,166.66666666666666
8,13,56,7,271.42857142857144
8,14,68,2,220.0
8,15,59,1,340.0
8,16,60,2,340.0
8,17,54,1,420.0
8,18,60,14,231.42857142857142
8,19,69,23,233.91304347826087
8,20,61,18,193.33333333333334
8,21,46,15,145.33333333333334
8,22,78,23,131.30434782608697
8,23,71,12,213.33333333333334
8,24,58,13,164.6153846153846
8,25,62,9,255.55555555555554
8,26,51,15,65.33333333333333
8,27,58,3,233.33333333333334
9,10,60,26,69.23076923076923
9,11,64,9,193.33333333333334
9,12,69,18,131.11111111111111
9,13,59,2,180.0
9,14,68,2,300.0
9,15,59,0,0.0
9,16,60,0,0.0
9,17,63,0,0.0
9,18,62,17,196.47058823529412
9,19,67,14,202.85714285714286
9,20,59,8,150.0
9,21,55,15,105.33333333333333
9,22,73,15,81.33333333333333
9,23,63,8,170.0
9,24,60,7,157.14285714285714
9,25,49,5,212.0
9,26,60,12,20.0
9,27,57,0,0.0
10,11,54,13,69.23076923076923
10,12,70,57,48.07017543859649
10,13,51,7,105.71428571428571
10,14,67,7,265.7142857142857
10,15,60,3,313.3333333333333
10,16,62,2,280.0
10,17,65,2,280.0
10,18,67,42,127.61904761904762
10,19,61,45,144.44444444444446
10,20,62,48,70.83333333333333
10,21,53,44,30.90909090909091
10,22,64,48,67.5
10,23,50,32,125.0
10,24,61,38,112.63157894736842
10,25,56,34,155.2941176470588
10,26,64,50,29.6
10,27,62,6,233.33333333333334
11,12,63,23,39.130434782608695
11,13,67,24,60.0
11,14,56,12,110.0
11,15,53,10,128.0
11,16,64,9,157.77777777777777
11,17,52,11,147.27272727272728
11,18,62,12,113.33333333333333
11,19,72,14,145.71428571428572
11,20,62,8,100.0
11,21,69,12,156.66666666666666
11,22,60,9,171.11111111111111
11,23,66,9,140.0
11,24,68,7,180.0
11,25,61,7,180.0
11,26,61,3,193.33333333333334
11,27,43,18,42.22222222222222
12,13,68,13,84.61538461538461
12,14,59,3,100.0
12,15,70,1,180.0
12,16,58,3,180.0
12,17,71,2,200.0
12,18,48,36,36.666666666666664
12,19,51,36,80.0
12,20,61,52,42.30769230769231
12,21,64,49,91.0204081632653
12,22,65,45,119.55555555555556
12,23,63,43,76.74418604651163
12,24,58,33,125.45454545454545
12,25,60,30,133.33333333333334
12,26,56,27,79.25925925925925
12,27,63,6,120.0
13,14,72,44,20.0
13,15,64,32,112.5
13,16,51,28,104.28571428571429
13,17,50,20,70.0
13,18,53,15,20.0
13,19,75,7,94.28571428571429
13,20,73,6,153.33333333333334
13,21,61,5,220.0
13,22,61,1,180.0
13,23,54,4,100.0
13,24,56,1,140.0
13,25,60,3,166.66666666666666
13,26,55,0,0.0
13,27,54,51,20.0
14,15,63,52,80.0
14,16,60,45,62.666666666666664
14,17,59,52,26.923076923076923
14,18,60,2,60.0
14,19,54,1,100.0
14,20,57,0,0.0
14,21,53,1,220.0
14,22,57,0,0.0
14,23,59,1,340.0
14,24,61,0,0.0
14,25,72,1,140.0
14,26,60,0,0.0
14,27,73,39,63.07692307692308
15,16,61,54,20.0
15,17,60,53,64.52830188679245
15,18,56,0,0.0
15,19,59,0,0.0
15,20,64,0,0.0
15,21,59,0,0.0
15,22,60,0,0.0
15,23,63,0,0.0
15,24,49,0,0.0
15,25,62,0,0.0
15,26,68,0,0.0
15,27,62,25,84.0
16,17,66,63,20.0
16,18,61,1,140.0
16,19,56,1,180.0
16,20,64,0,0.0
16,21,50,0,0.0
16,22,53,0,0.0
16,23,56,0,0.0
16,24,48,0,0.0
16,25,63,0,0.0
16,26,61,0,0.0
16,27,74,26,118.46153846153847
17,18,61,0,0.0
17,19,66,0,0.0
17,20,56,0,0.0
17,21,56,0,0.0
17,22,67,0,0.0
17,23,54,0,0.0
17,24,64,0,0.0
17,25,57,0,0.0
17,26,69,0,0.0
17,27,69,26,112.3076923076923
18,19,65,40,41.0
18,20,60,36,95.55555555555556
18,21,59,30,117.33333333333333
18,22,56,24,140.0
18,23,53,33,79.39393939393939
18,24,62,26,112.3076923076923
18,25,63,25,106.4
18,26,60,19,146.31578947368422
18,27,58,10,60.0
19,20,53,41,73.65853658536585
19,21,72,48,118.33333333333333
19,22,68,50,104.8
19,23,54,50,24.8
19,24,52,49,62.44897959183673
19,25,53,49,28.163265306122447
19,26,50,23,157.3913043478261
19,27,59,0,0.0
20,21,59,49,32.244897959183675
20,22,53,42,63.80952380952381
20,23,58,49,27.346938775510203
20,24,49,35,66.85714285714286
20,25,57,45,105.33333333333333
20,26,57,28,104.28571428571429
20,27,56,1,180.0
21,22,59,59,20.0
21,23,51,32,92.5
21,24,70,52,70.0
21,25,49,35,126.28571428571429
21,26,53,28,65.71428571428571
21,27,73,2,160.0
22,23,48,33,78.18181818181819
22,24,63,43,42.325581395348834
22,25,62,32,85.0
22,26,55,33,29.696969696969695
22,27,55,0,0.0
23,24,60,60,23.333333333333332
23,25,52,48,60.0
23,26,57,22,120.0
23,27,64,0,0.0
24,25,56,47,25.106382978723403
24,26,56,16,105.0
24,27,58,0,0.0
25,26,60,19,175.78947368421052
25,27,57,1,140.0
26,27,54,0,0.0
