source,target,generated,success,delays
4,11,115,54,43.7037037037037
4,12,101,22,83.63636363636364
4,13,98,29,72.41379310344827
4,14,97,35,50.857142857142854
4,15,101,29,72.41379310344827
4,16,103,20,94.0
4,17,88,11,70.9090909090909
4,18,106,13,72.3076923076923
4,19,101,9,126.66666666666667
4,20,97,7,117.14285714285714
4,21,103,3,140.0
4,22,108,2,120.0
4,23,108,3,126.66666666666667
4,24,102,0,0.0
4,25,107,2,120.0
4,26,104,1,140.0
4,27,105,7,71.42857142857143
5,6,108,18,62.22222222222222
5,7,109,7,60.0
5,8,91,6,93.33333333333333
5,9,96,4,150.0
5,10,104,5,44.0
5,11,102,6,40.0
5,12,97,1,100.0
5,13,90,2,100.0
5,14,103,2,100.0
5,15,107,6,100.0
5,16,97,2,100.0
5,17,96,1,220.0
5,18,88,0,0.0
5,19,102,1,140.0
5,20,108,0,0.0
5,21,95,0,0.0
5,22,96,0,0.0
5,23,100,1,180.0
5,24,102,0,0.0
5,25,100,0,0.0
5,26,91,0,0.0
5,27,103,0,0.0
6,7,100,69,53.04347826086956
6,8,106,62,81.93548387096774
6,9,109,57,93.6842105263158
6,10,96,61,54.09836065573771
6,11,95,55,43.27272727272727
6,12,97,55,85.45454545454545
6,13,103,42,105.71428571428571
6,14,97,24,135.0
6,15,104,13,189.23076923076923
6,16,96,9,193.33333333333334
6,17,103,10,184.0
6,18,103,33,106.06060606060606
6,19,99,26,129.23076923076923
6,20,113,37,88.10810810810811
6,21,101,25,103.2
6,22,103,18,104.44444444444444
6,23,95,15,121.33333333333333
6,24,103,6,60.0
6,25,90,6,126.66666666666667
6,26,103,11,70.9090909090909
6,27,107,7,77.14285714285714
7,8,110,89,28.089887640449437
7,9,96,65,32.92307692307692
7,10,104,45,80.44444444444444
7,11,100,23,96.52173913043478
7,12,106,30,126.66666666666667
7,13,102,14,180.0
7,14,109,7,208.57142857142858
7,15,101,2,300.0
7,16,107,4,210.0
7,17,107,3,206.66666666666666
7,18,98,19,144.21052631578948
7,19,104,16,155.0
7,20,102,11,125.45454545454545
7,21,112,10,112.0
7,22,92,8,90.0
7,23,98,5,140.0
7,24,107,3,140.0
7,25,118,4,160.0
7,26,104,10,68.0
7,27,107,1,20.0
8,9,96,66,24.848484848484848
8,10,89,23,87.82608695652173
8,11,99,9,180.0
8,12,103,14,125.71428571428571
8,13,106,3,140.0
8,14,99,6,233.33333333333334
8,15,105,0,0.0
8,16,110,1,180.0
8,17,104,1,180.0
8,18,100,5,124.0
8,19,100,6,140.0
8,20,111,10,104.0
8,21,98,7,100.0
8,22,111,12,76.66666666666667
8,23,95,5,124.0
8,24,112,7,122.85714285714286
8,25,90,3,86.66666666666667
8,26,96,10,28.0
8,27,111,0,0.0
9,10,103,34,57.64705882352941
9,11,89,12,133.33333333333334
9,12,94,15,100.0
9,13,93,6,153.33333333333334
9,14,99,2,200.0
9,15,90,1,180.0
9,16,99,2,260.0
9,17,92,0,0.0
9,18,104,13,112.3076923076923
9,19,94,19,118.94736842105263
9,20,99,10,88.0
9,21,97,7,65.71428571428571
9,22,103,13,38.46153846153846
9,23,104,11,110.9090909090909
9,24,103,7,134.28571428571428
9,25,110,4,110.0
9,26,108,23,35.65217391304348
9,27,106,1,180.0
10,11,107,39,82.56410256410257
10,12,97,71,62.816901408450704
10,13,110,35,132.0
10,14,99,12,166.66666666666666
10,15,91,2,220.0
10,16,91,7,202.85714285714286
10,17,106,6,186.66666666666666
10,18,86,44,99.0909090909091
10,19,96,63,103.17460317460318
10,20,99,55,63.63636363636363
10,21,107,65,37.84615384615385
10,22,96,55,55.63636363636363
10,23,82,35,85.14285714285714
10,24,120,48,85.0
10,25,105,31,106.45161290322581
10,26,100,30,40.0
10,27,100,4,160.0
11,12,96,38,38.94736842105263
11,13,94,40,41.0
11,14,96,23,79.1304347826087
11,15,104,14,105.71428571428571
11,16,103,8,115.0
11,17,102,7,82.85714285714286
11,18,110,25,66.4
11,19,106,20,96.0
11,20,101,16,57.5
11,21,95,8,75.0
11,22,88,8,120.0
11,23,107,8,85.0
11,24,109,4,120.0
11,25,100,4,110.0
11,26,92,3,180.0
11,27,92,18,24.444444444444443
12,13,114,21,65.71428571428571
12,14,87,8,105.0
12,15,102,3,153.33333333333334
12,16,93,4,110.0
12,17,99,5,172.0
12,18,103,60,54.0
12,19,104,55,52.0
12,20,100,60,36.666666666666664
12,21,109,51,63.92156862745098
12,22,110,37,80.54054054054055
12,23,81,26,53.84615384615385
12,24,85,24,81.66666666666667
12,25,104,25,88.8
12,26,100,16,80.0
12,27,96,6,46.666666666666664
13,14,103,57,43.1578947368421
13,15,102,29,65.51724137931035
13,16,95,29,68.27586206896552
13,17,90,23,49.56521739130435
13,18,104,42,40.0
13,19,95,7,31.428571428571427
13,20,102,8,125.0
13,21,114,2,120.0
13,22,97,4,80.0
13,23,105,7,60.0
13,24,92,6,120.0
13,25,108,7,77.14285714285714
13,26,86,1,100.0
13,27,97,72,21.11111111111111
14,15,100,53,50.943396226415096
14,16,101,60,29.333333333333332
14,17,103,51,26.274509803921568
14,18,105,5,28.0
14,19,107,0,0.0
14,20,96,0,0.0
14,21,102,0,0.0
14,22,102,0,0.0
14,23,108,0,0.0
14,24,95,0,0.0
14,25,95,1,100.0
14,26,109,0,0.0
14,27,96,34,48.23529411764706
15,16,101,85,28.941176470588236
15,17,91,62,24.516129032258064
15,18,107,3,73.33333333333333
15,19,98,0,0.0
15,20,97,0,0.0
15,21,104,0,0.0
15,22,97,0,0.0
15,23,105,0,0.0
15,24,93,0,0.0
15,25,90,0,0.0
15,26,94,0,0.0
15,27,110,12,46.666666666666664
16,17,100,94,21.70212765957447
16,18,115,0,0.0
16,19,95,0,0.0
16,20,77,0,0.0
16,21,102,0,0.0
16,22,122,0,0.0
16,23,106,0,0.0
16,24,102,0,0.0
16,25,91,0,0.0
16,26,103,0,0.0
16,27,88,12,63.333333333333336
17,18,97,0,0.0
17,19,94,0,0.0
17,20,100,0,0.0
17,21,101,0,0.0
17,22,98,0,0.0
17,23,107,0,0.0
17,24,105,0,0.0
17,25,92,0,0.0
17,26,112,0,0.0
17,27,87,4,60.0
18,19,89,43,38.604651162790695
18,20,99,26,72.3076923076923
18,21,104,21,94.28571428571429
18,22,113,20,82.0
18,23,111,28,57.142857142857146
18,24,91,12,63.333333333333336
18,25,113,27,37.77777777777778
18,26,108,8,105.0
18,27,91,19,22.105263157894736
19,20,92,41,58.048780487804876
19,21,96,35,84.0
19,22,95,45,78.66666666666667
19,23,93,65,47.07692307692308
19,24,96,62,47.096774193548384
19,25,111,70,25.142857142857142
19,26,108,23,108.69565217391305
19,27,104,1,20.0
20,21,107,81,27.40740740740741
20,22,103,47,43.829787234042556
20,23,94,51,42.745098039215684
20,24,108,47,46.38297872340426
20,25,99,31,65.16129032258064
20,26,94,26,67.6923076923077
20,27,93,0,0.0
21,22,100,50,33.6
21,23,90,29,47.58620689655172
21,24,97,24,41.666666666666664
21,25,102,22,74.54545454545455
21,26,88,27,39.25925925925926
21,27,105,0,0.0
22,23,99,40,41.0
22,24,96,42,30.476190476190474
22,25,100,33,51.515151515151516
22,26,102,59,27.45762711864407
22,27,99,0,0.0
23,24,87,66,27.87878787878788
23,25,107,72,39.44444444444444
23,26,113,14,68.57142857142857
23,27,101,1,60.0
24,25,102,85,20.0
24,26,96,13,29.23076923076923
24,27,94,0,0.0
25,26,97,7,77.14285714285714
25,27,95,0,0.0
26,27,112,0,0.0
